TransactionID,CustomerID,Amount,Timestamp
T5_1,2405,243.4,2023-01-01 00:00:00
T5_2,1123,162.44,2023-01-01 00:01:00
T5_3,4997,58.93,2023-01-01 00:02:00
T5_4,6909,108.95,2023-01-01 00:03:00
T5_5,4896,88.27,2023-01-01 00:04:00
T5_6,9066,62.07,2023-01-01 00:05:00
T5_7,1727,282.72,2023-01-01 00:06:00
T5_8,8039,99.1,2023-01-01 00:07:00
T5_9,8715,268.22,2023-01-01 00:08:00
T5_10,4670,16.68,2023-01-01 00:09:00
T5_11,2141,22.8,2023-01-01 00:10:00
T5_12,5031,567.94,2023-01-01 00:11:00
T5_13,9550,132.93,2023-01-01 00:12:00
T5_14,4742,106.93,2023-01-01 00:13:00
T5_15,3844,111.08,2023-01-01 00:14:00
T5_16,3211,36.36,2023-01-01 00:15:00
T5_17,1972,190.25,2023-01-01 00:16:00
T5_18,1360,13.29,2023-01-01 00:17:00
T5_19,3632,127.76,2023-01-01 00:18:00
T5_20,4190,126.86,2023-01-01 00:19:00
T5_21,5948,368.34,2023-01-01 00:20:00
T5_22,2624,112.04,2023-01-01 00:21:00
T5_23,2756,22.11,2023-01-01 00:22:00
T5_24,8818,127.56,2023-01-01 00:23:00
T5_25,6119,14.37,2023-01-01 00:24:00
T5_26,7026,34.18,2023-01-01 00:25:00
T5_27,9432,4.74,2023-01-01 00:26:00
T5_28,7975,108.01,2023-01-01 00:27:00
T5_29,1975,13.25,2023-01-01 00:28:00
T5_30,5318,95.06,2023-01-01 00:29:00
T5_31,6923,405.34,2023-01-01 00:30:00
T5_32,3313,190.82,2023-01-01 00:31:00
T5_33,1787,12.09,2023-01-01 00:32:00
T5_34,3428,38.08,2023-01-01 00:33:00
T5_35,9747,167.97,2023-01-01 00:34:00
T5_36,7664,337.64,2023-01-01 00:35:00
T5_37,8483,5.02,2023-01-01 00:36:00
T5_38,2363,251.06,2023-01-01 00:37:00
T5_39,4959,123.77,2023-01-01 00:38:00
T5_40,9781,118.48,2023-01-01 00:39:00
T5_41,2749,474.85,2023-01-01 00:40:00
T5_42,7671,206.54,2023-01-01 00:41:00
T5_43,1540,284.69,2023-01-01 00:42:00
T5_44,8634,65.54,2023-01-01 00:43:00
T5_45,9482,121.24,2023-01-01 00:44:00
T5_46,4935,143.33,2023-01-01 00:45:00
T5_47,4958,58.2,2023-01-01 00:46:00
T5_48,4859,126.68,2023-01-01 00:47:00
T5_49,9050,40.51,2023-01-01 00:48:00
T5_50,6331,23.21,2023-01-01 00:49:00
T5_51,9199,70.25,2023-01-01 00:50:00
T5_52,2657,201.65,2023-01-01 00:51:00
T5_53,7185,371.88,2023-01-01 00:52:00
T5_54,5428,91.79,2023-01-01 00:53:00
T5_55,8237,154.43,2023-01-01 00:54:00
T5_56,2039,16.31,2023-01-01 00:55:00
T5_57,3116,352.24,2023-01-01 00:56:00
T5_58,9876,126.11,2023-01-01 00:57:00
T5_59,5018,227.35,2023-01-01 00:58:00
T5_60,8546,237.3,2023-01-01 00:59:00
T5_61,2824,44.45,2023-01-01 01:00:00
T5_62,4534,112.99,2023-01-01 01:01:00
T5_63,7670,484.64,2023-01-01 01:02:00
T5_64,9254,14.09,2023-01-01 01:03:00
T5_65,9452,172.35,2023-01-01 01:04:00
T5_66,4571,491.57,2023-01-01 01:05:00
T5_67,4192,53.62,2023-01-01 01:06:00
T5_68,5953,296.48,2023-01-01 01:07:00
T5_69,5275,406.94,2023-01-01 01:08:00
T5_70,1354,206.21,2023-01-01 01:09:00
T5_71,6029,39.46,2023-01-01 01:10:00
T5_72,3774,60.97,2023-01-01 01:11:00
T5_73,1588,5.47,2023-01-01 01:12:00
T5_74,1604,267.08,2023-01-01 01:13:00
T5_75,9365,284.18,2023-01-01 01:14:00
T5_76,1353,150.24,2023-01-01 01:15:00
T5_77,6434,65.2,2023-01-01 01:16:00
T5_78,1433,11.99,2023-01-01 01:17:00
T5_79,9450,209.79,2023-01-01 01:18:00
T5_80,1867,194.48,2023-01-01 01:19:00
T5_81,9787,365.59,2023-01-01 01:20:00
T5_82,6764,196.7,2023-01-01 01:21:00
T5_83,1393,264.65,2023-01-01 01:22:00
T5_84,4754,205.54,2023-01-01 01:23:00
T5_85,5370,149.42,2023-01-01 01:24:00
T5_86,5521,83.52,2023-01-01 01:25:00
T5_87,8699,348.6,2023-01-01 01:26:00
T5_88,5578,157.89,2023-01-01 01:27:00
T5_89,9405,76.21,2023-01-01 01:28:00
T5_90,3126,13.07,2023-01-01 01:29:00
T5_91,9330,51.52,2023-01-01 01:30:00
T5_92,5193,117.7,2023-01-01 01:31:00
T5_93,4960,48.37,2023-01-01 01:32:00
T5_94,1663,37.51,2023-01-01 01:33:00
T5_95,3832,112.42,2023-01-01 01:34:00
T5_96,5574,27.92,2023-01-01 01:35:00
T5_97,7371,241.72,2023-01-01 01:36:00
T5_98,8624,99.35,2023-01-01 01:37:00
T5_99,7292,127.95,2023-01-01 01:38:00
T5_100,6177,23.92,2023-01-01 01:39:00
T5_101,9353,58.86,2023-01-01 01:40:00
T5_102,8006,79.17,2023-01-01 01:41:00
T5_103,4178,247.71,2023-01-01 01:42:00
T5_104,6546,220.56,2023-01-01 01:43:00
T5_105,5490,37.84,2023-01-01 01:44:00
T5_106,5896,143.64,2023-01-01 01:45:00
T5_107,1185,41.85,2023-01-01 01:46:00
T5_108,5653,666.55,2023-01-01 01:47:00
T5_109,2980,455.87,2023-01-01 01:48:00
T5_110,5541,124.26,2023-01-01 01:49:00
T5_111,8808,180.05,2023-01-01 01:50:00
T5_112,1829,242.49,2023-01-01 01:51:00
T5_113,4519,191.48,2023-01-01 01:52:00
T5_114,9008,180.51,2023-01-01 01:53:00
T5_115,6909,477.5,2023-01-01 01:54:00
T5_116,2225,136.12,2023-01-01 01:55:00
T5_117,6774,151.71,2023-01-01 01:56:00
T5_118,3844,283.84,2023-01-01 01:57:00
T5_119,8347,166.25,2023-01-01 01:58:00
T5_120,3733,198.04,2023-01-01 01:59:00
T5_121,5420,40.02,2023-01-01 02:00:00
T5_122,4996,69.61,2023-01-01 02:01:00
T5_123,2688,23.9,2023-01-01 02:02:00
T5_124,3447,105.71,2023-01-01 02:03:00
T5_125,1867,91.25,2023-01-01 02:04:00
T5_126,7952,879.74,2023-01-01 02:05:00
T5_127,7084,141.71,2023-01-01 02:06:00
T5_128,9431,231.58,2023-01-01 02:07:00
T5_129,6305,60.97,2023-01-01 02:08:00
T5_130,9239,267.16,2023-01-01 02:09:00
T5_131,5049,143.21,2023-01-01 02:10:00
T5_132,4457,179.1,2023-01-01 02:11:00
T5_133,4228,52.31,2023-01-01 02:12:00
T5_134,2248,119.32,2023-01-01 02:13:00
T5_135,2167,150.78,2023-01-01 02:14:00
T5_136,4490,133.41,2023-01-01 02:15:00
T5_137,2897,370.11,2023-01-01 02:16:00
