TransactionID,CustomerID,Amount,Timestamp
T3_1,8759,194.73,2023-01-01 00:00:00
T3_2,8953,71.23,2023-01-01 00:01:00
T3_3,5784,1.22,2023-01-01 00:02:00
T3_4,2461,1.39,2023-01-01 00:03:00
T3_5,2159,92.59,2023-01-01 00:04:00
T3_6,1386,100.51,2023-01-01 00:05:00
T3_7,8192,3.42,2023-01-01 00:06:00
T3_8,5775,174.2,2023-01-01 00:07:00
T3_9,4409,52.22,2023-01-01 00:08:00
T3_10,1689,123.11,2023-01-01 00:09:00
T3_11,8028,53.7,2023-01-01 00:10:00
T3_12,8262,27.43,2023-01-01 00:11:00
T3_13,6664,78.43,2023-01-01 00:12:00
T3_14,7766,39.65,2023-01-01 00:13:00
T3_15,1952,114.79,2023-01-01 00:14:00
T3_16,7142,33.25,2023-01-01 00:15:00
T3_17,6967,106.52,2023-01-01 00:16:00
T3_18,8205,25.69,2023-01-01 00:17:00
T3_19,3484,166.74,2023-01-01 00:18:00
T3_20,2854,210.33,2023-01-01 00:19:00
T3_21,4231,17.55,2023-01-01 00:20:00
T3_22,3597,94.61,2023-01-01 00:21:00
T3_23,8829,11.03,2023-01-01 00:22:00
T3_24,9186,136.76,2023-01-01 00:23:00
T3_25,4983,46.06,2023-01-01 00:24:00
T3_26,7963,112.5,2023-01-01 00:25:00
T3_27,7684,109.3,2023-01-01 00:26:00
T3_28,1656,387.25,2023-01-01 00:27:00
T3_29,8743,119.47,2023-01-01 00:28:00
T3_30,7839,131.2,2023-01-01 00:29:00
T3_31,7312,77.04,2023-01-01 00:30:00
T3_32,8938,446.62,2023-01-01 00:31:00
T3_33,7176,225.21,2023-01-01 00:32:00
T3_34,4285,50.41,2023-01-01 00:33:00
T3_35,6559,278.89,2023-01-01 00:34:00
T3_36,4563,84.95,2023-01-01 00:35:00
T3_37,5584,264.62,2023-01-01 00:36:00
T3_38,5817,259.65,2023-01-01 00:37:00
T3_39,6041,31.4,2023-01-01 00:38:00
T3_40,7182,181.17,2023-01-01 00:39:00
T3_41,9026,51.51,2023-01-01 00:40:00
T3_42,4244,52.96,2023-01-01 00:41:00
T3_43,2040,52.72,2023-01-01 00:42:00
T3_44,3273,193.96,2023-01-01 00:43:00
T3_45,4629,39.17,2023-01-01 00:44:00
T3_46,3114,0.14,2023-01-01 00:45:00
T3_47,8364,188.41,2023-01-01 00:46:00
T3_48,2677,28.16,2023-01-01 00:47:00
T3_49,4094,16.55,2023-01-01 00:48:00
T3_50,6873,40.68,2023-01-01 00:49:00
T3_51,3284,71.68,2023-01-01 00:50:00
T3_52,6052,96.91,2023-01-01 00:51:00
T3_53,8062,6.84,2023-01-01 00:52:00
T3_54,2589,528.88,2023-01-01 00:53:00
T3_55,3520,188.85,2023-01-01 00:54:00
