TransactionID,CustomerID,Amount,Timestamp
T2_1,4806,61.93,2023-01-01 00:00:00
T2_2,7100,367.8,2023-01-01 00:01:00
T2_3,2719,594.85,2023-01-01 00:02:00
T2_4,7686,162.62,2023-01-01 00:03:00
T2_5,2587,254.65,2023-01-01 00:04:00
T2_6,8000,207.67,2023-01-01 00:05:00
T2_7,1896,180.36,2023-01-01 00:06:00
T2_8,6558,54.99,2023-01-01 00:07:00
T2_9,9469,8.82,2023-01-01 00:08:00
T2_10,5647,63.02,2023-01-01 00:09:00
T2_11,3432,164.91,2023-01-01 00:10:00
T2_12,4904,16.23,2023-01-01 00:11:00
T2_13,7837,1.8,2023-01-01 00:12:00
T2_14,2449,22.57,2023-01-01 00:13:00
T2_15,5500,188.68,2023-01-01 00:14:00
T2_16,6454,540.65,2023-01-01 00:15:00
T2_17,5117,611.75,2023-01-01 00:16:00
T2_18,9869,102.18,2023-01-01 00:17:00
T2_19,3028,305.29,2023-01-01 00:18:00
T2_20,7845,200.24,2023-01-01 00:19:00
T2_21,4758,104.28,2023-01-01 00:20:00
T2_22,6904,127.56,2023-01-01 00:21:00
T2_23,5624,22.14,2023-01-01 00:22:00
T2_24,9848,416.28,2023-01-01 00:23:00
T2_25,1165,65.06,2023-01-01 00:24:00
T2_26,5591,88.63,2023-01-01 00:25:00
T2_27,1589,167.06,2023-01-01 00:26:00
T2_28,5524,60.95,2023-01-01 00:27:00
T2_29,3821,44.01,2023-01-01 00:28:00
T2_30,7509,149.56,2023-01-01 00:29:00
T2_31,8693,3.8,2023-01-01 00:30:00
T2_32,1071,191.33,2023-01-01 00:31:00
T2_33,4580,108.24,2023-01-01 00:32:00
T2_34,8962,139.62,2023-01-01 00:33:00
T2_35,1268,149.9,2023-01-01 00:34:00
T2_36,3462,112.31,2023-01-01 00:35:00
T2_37,2015,131.03,2023-01-01 00:36:00
T2_38,8984,172.7,2023-01-01 00:37:00
T2_39,1406,209.83,2023-01-01 00:38:00
T2_40,8384,194.99,2023-01-01 00:39:00
T2_41,7049,305.59,2023-01-01 00:40:00
T2_42,7169,31.51,2023-01-01 00:41:00
T2_43,8982,76.91,2023-01-01 00:42:00
T2_44,1985,442.89,2023-01-01 00:43:00
T2_45,5485,75.77,2023-01-01 00:44:00
T2_46,9901,20.01,2023-01-01 00:45:00
T2_47,3618,111.81,2023-01-01 00:46:00
T2_48,7289,17.39,2023-01-01 00:47:00
T2_49,7928,34.01,2023-01-01 00:48:00
T2_50,6368,958.23,2023-01-01 00:49:00
T2_51,5621,116.92,2023-01-01 00:50:00
T2_52,8566,50.12,2023-01-01 00:51:00
T2_53,5670,788.14,2023-01-01 00:52:00
T2_54,8658,509.7,2023-01-01 00:53:00
T2_55,2003,87.17,2023-01-01 00:54:00
T2_56,8504,45.25,2023-01-01 00:55:00
T2_57,3466,273.39,2023-01-01 00:56:00
T2_58,2939,188.62,2023-01-01 00:57:00
T2_59,2635,174.2,2023-01-01 00:58:00
T2_60,9095,335.4,2023-01-01 00:59:00
T2_61,7265,175.4,2023-01-01 01:00:00
T2_62,2895,50.07,2023-01-01 01:01:00
T2_63,7524,177.56,2023-01-01 01:02:00
T2_64,2073,54.75,2023-01-01 01:03:00
T2_65,6184,213.59,2023-01-01 01:04:00
T2_66,3402,145.04,2023-01-01 01:05:00
T2_67,5895,12.09,2023-01-01 01:06:00
T2_68,8331,107.87,2023-01-01 01:07:00
T2_69,2956,63.08,2023-01-01 01:08:00
T2_70,8023,59.75,2023-01-01 01:09:00
T2_71,4907,138.29,2023-01-01 01:10:00
T2_72,1807,58.36,2023-01-01 01:11:00
T2_73,9378,225.02,2023-01-01 01:12:00
T2_74,5827,11.01,2023-01-01 01:13:00
T2_75,5524,161.99,2023-01-01 01:14:00
T2_76,3284,248.48,2023-01-01 01:15:00
T2_77,6313,167.59,2023-01-01 01:16:00
T2_78,1757,103.14,2023-01-01 01:17:00
T2_79,5887,450.28,2023-01-01 01:18:00
T2_80,4854,53.49,2023-01-01 01:19:00
T2_81,4558,2.9,2023-01-01 01:20:00
T2_82,1961,84.84,2023-01-01 01:21:00
T2_83,4847,5.04,2023-01-01 01:22:00
T2_84,7726,461.66,2023-01-01 01:23:00
T2_85,4575,35.34,2023-01-01 01:24:00
T2_86,3418,233.33,2023-01-01 01:25:00
T2_87,5198,223.46,2023-01-01 01:26:00
T2_88,2001,36.83,2023-01-01 01:27:00
T2_89,6244,145.62,2023-01-01 01:28:00
T2_90,8119,7.39,2023-01-01 01:29:00
T2_91,5066,99.12,2023-01-01 01:30:00
